<<<<<<< HEAD
Product,Region,Price,Units Sold,Sale Date
Product_15,Region_7,,14.0,2023-08-12
Product_19,Region_8,40.04,10.0,2023-08-13
Product_49,Region_10,9.39,8.0,2023-08-14
Product_26,Region_3,79.21,10.0,2023-08-15
Product_6,Region_6,6.74,10.0,2023-08-16
Product_2,Region_4,,9.0,2023-08-17
Product_46,Region_4,,15.0,2023-08-18
Product_15,Region_10,13.02,7.0,2023-08-19
Product_31,Region_9,54.02,7.0,2023-08-20
Product_33,Region_5,2.22,8.0,2023-08-21
,Region_3,91.76,13.0,2023-08-22
Product_10,Region_3,,17.0,2023-08-23
Product_19,Region_6,101.42,10.0,2023-08-24
Product_28,Region_10,17.13,14.0,2023-08-25
Product_36,Region_10,186.72,10.0,2023-08-26
,Region_6,14.62,10.0,2023-08-27
Product_43,Region_5,37.01,10.0,2023-08-28
Product_29,Region_10,460.2,7.0,2023-08-29
Product_37,Region_9,28.45,9.0,2023-08-30
Product_19,Region_3,55.97,12.0,2023-08-31
Product_30,Region_10,30.97,9.0,2023-09-01
Product_1,Region_1,36.67,9.0,2023-09-02
Product_26,Region_4,25.77,9.0,2023-09-03
Product_19,Region_10,48.26,12.0,2023-09-04
Product_4,Region_8,,11.0,2023-09-05
Product_25,Region_4,179.87,12.0,2023-09-06
Product_17,Region_4,5.76,5.0,2023-09-07
Product_37,Region_3,,10.0,2023-09-08
Product_26,Region_4,79.98,5.0,2023-09-09
Product_32,Region_3,81.67,8.0,2023-09-10
Product_2,Region_2,340.04,10.0,2023-09-11
Product_4,Region_8,,7.0,2023-09-12
Product_42,Region_8,166.32,,2023-09-13
Product_13,Region_9,63.87,11.0,2023-09-14
Product_12,,83.89,11.0,2023-09-15
Product_25,Region_4,10.65,11.0,2023-09-16
Product_17,Region_10,420.47,5.0,2023-09-17
Product_29,Region_9,3.46,11.0,2023-09-18
Product_45,Region_5,168.09,9.0,2023-09-19
Product_12,Region_2,94.88,7.0,2023-09-20
Product_39,Region_2,56.52,7.0,2023-09-21
,,151.72,11.0,2023-09-22
Product_7,Region_3,55.87,12.0,2023-09-23
,Region_7,8.64,11.0,2023-09-24
Product_38,Region_3,17.72,,2023-09-25
Product_34,Region_6,31.59,7.0,2023-09-26
,Region_10,85.57,11.0,2023-09-27
Product_49,Region_7,68.77,9.0,2023-09-28
Product_22,Region_10,36.21,8.0,2023-09-29
Product_46,Region_4,96.72,7.0,2023-09-30
Product_23,Region_4,173.06,11.0,2023-10-01
Product_44,Region_2,6.93,,2023-10-02
Product_3,Region_8,18.67,13.0,2023-10-03
Product_19,Region_10,,7.0,2023-10-04
Product_9,Region_1,87.16,6.0,2023-10-05
Product_10,Region_9,66.97,,2023-10-06
Product_23,Region_8,75.73,13.0,2023-10-07
Product_45,,59.39,12.0,2023-10-08
Product_38,Region_3,73.48,8.0,2023-10-09
Product_42,Region_4,,6.0,2023-10-10
Product_10,,25.32,9.0,2023-10-11
Product_5,Region_7,24.55,,2023-10-12
Product_28,Region_3,60.75,,2023-10-13
Product_14,Region_2,29.27,5.0,2023-10-14
Product_19,Region_7,59.37,15.0,2023-10-15
Product_30,,240.82,10.0,2023-10-16
Product_33,,158.64,12.0,2023-10-17
Product_42,Region_5,142.57,8.0,2023-10-18
Product_42,,47.71,8.0,2023-10-19
Product_24,Region_10,,11.0,2023-10-20
Product_21,Region_5,257.41,9.0,2023-10-21
Product_41,Region_6,31.13,15.0,2023-10-22
Product_31,Region_5,58.05,3.0,2023-10-23
Product_45,,239.06,14.0,2023-10-24
,Region_3,21.42,11.0,2023-10-25
Product_5,Region_1,90.0,11.0,2023-10-26
,Region_10,,14.0,2023-10-27
Product_7,Region_4,19.29,8.0,2023-10-28
Product_10,,99.53,11.0,2023-10-29
Product_15,Region_5,68.61,12.0,2023-10-30
Product_49,,144.4,13.0,2023-10-31
Product_34,Region_9,70.19,13.0,2023-11-01
Product_8,Region_10,352.86,12.0,2023-11-02
Product_49,Region_2,278.9,7.0,2023-11-03
Product_14,Region_6,23.9,8.0,2023-11-04
Product_10,Region_6,28.38,14.0,2023-11-05
Product_16,Region_9,253.41,8.0,2023-11-06
Product_32,Region_7,24.82,10.0,2023-11-07
Product_13,Region_10,223.53,13.0,2023-11-08
,,162.27,6.0,2023-11-09
Product_9,Region_3,,18.0,2023-11-10
Product_33,Region_8,202.95,10.0,2023-11-11
Product_38,Region_5,46.63,8.0,2023-11-12
Product_40,Region_5,287.2,5.0,2023-11-13
Product_4,Region_3,82.02,14.0,2023-11-14
Product_50,Region_4,,11.0,2023-11-15
Product_45,Region_8,580.6,,2023-11-16
Product_30,Region_3,196.94,10.0,2023-11-17
Product_44,Region_5,,13.0,2023-11-18
Product_39,Region_6,59.21,5.0,2023-11-19
Product_11,,14.01,14.0,2023-11-20
Product_43,Region_7,98.95,9.0,2023-11-21
Product_47,Region_10,45.14,15.0,2023-11-22
Product_37,Region_10,19.09,9.0,2023-11-23
Product_25,Region_3,201.86,6.0,2023-11-24
Product_34,Region_4,210.11,10.0,2023-11-25
Product_23,Region_7,27.6,,2023-11-26
Product_47,Region_8,63.22,,2023-11-27
,Region_5,487.81,10.0,2023-11-28
Product_29,Region_5,,,2023-11-29
Product_38,,96.88,9.0,2023-11-30
Product_39,Region_1,23.22,9.0,2023-12-01
Product_43,Region_1,15.25,12.0,2023-12-02
Product_42,Region_10,150.31,7.0,2023-12-03
Product_25,Region_7,245.19,9.0,2023-12-04
Product_27,Region_8,0.61,10.0,2023-12-05
Product_41,Region_7,71.73,8.0,2023-12-06
Product_25,Region_4,102.61,,2023-12-07
,Region_3,255.39999999999998,3.0,2023-12-08
Product_38,Region_9,175.76,10.0,2023-12-09
,Region_3,209.68,7.0,2023-12-10
Product_1,,110.06,9.0,2023-12-11
Product_4,Region_9,92.4,16.0,2023-12-12
Product_1,Region_3,268.73,8.0,2023-12-13
Product_17,Region_1,69.75,8.0,2023-12-14
Product_5,Region_1,26.2,9.0,2023-12-15
Product_46,Region_6,211.9,11.0,2023-12-16
Product_45,,3.08,6.0,2023-12-17
Product_17,Region_2,114.37,11.0,2023-12-18
Product_28,,47.65,9.0,2023-12-19
Product_27,Region_2,273.87,14.0,2023-12-20
Product_50,Region_4,86.73,22.0,2023-12-21
Product_13,Region_6,20.56,,2023-12-22
Product_16,Region_5,66.25,5.0,2023-12-23
Product_2,Region_7,,7.0,2023-12-24
Product_48,Region_5,73.14,13.0,2023-12-25
Product_37,,12.97,8.0,2023-12-26
,Region_8,,5.0,2023-12-27
Product_30,,2.39,13.0,2023-12-28
Product_5,Region_9,167.62,,2023-12-29
Product_31,Region_3,665.0,9.0,2023-12-30
Product_25,Region_2,102.43,10.0,2023-12-31
Product_2,Region_1,18.0,10.0,2024-01-01
Product_36,Region_3,111.77,,2024-01-02
Product_45,,78.6,8.0,2024-01-03
Product_40,Region_10,80.67,11.0,2024-01-04
Product_39,,79.13,9.0,2024-01-05
Product_16,Region_5,52.22,11.0,2024-01-06
Product_29,Region_3,47.32,9.0,2024-01-07
Product_49,Region_1,110.37,10.0,2024-01-08
Product_50,Region_4,6.47,13.0,2024-01-09
Product_17,Region_8,14.57,10.0,2024-01-10
,Region_5,,10.0,2024-01-11
Product_17,Region_8,18.89,9.0,2024-01-12
Product_19,Region_6,151.38,12.0,2024-01-13
Product_30,Region_1,385.96,12.0,2024-01-14
Product_20,,253.88,11.0,2024-01-15
Product_15,Region_9,29.56,11.0,2024-01-16
Product_13,Region_2,7.23,16.0,2024-01-17
Product_7,Region_6,106.9,6.0,2024-01-18
Product_42,Region_6,,8.0,2024-01-19
Product_29,Region_4,90.93,,2024-01-20
Product_50,Region_4,84.5,7.0,2024-01-21
Product_49,Region_5,148.99,11.0,2024-01-22
Product_13,Region_10,96.06,9.0,2024-01-23
Product_19,Region_6,276.2,9.0,2024-01-24
Product_10,Region_4,6.35,16.0,2024-01-25
Product_42,Region_9,15.6,8.0,2024-01-26
Product_46,Region_6,,11.0,2024-01-27
Product_20,Region_6,,9.0,2024-01-28
Product_22,Region_1,,12.0,2024-01-29
Product_9,Region_9,2.49,9.0,2024-01-30
Product_9,Region_10,16.53,,2024-01-31
Product_24,Region_10,100.18,12.0,2024-02-01
Product_34,Region_3,16.26,12.0,2024-02-02
Product_20,Region_3,168.2,10.0,2024-02-03
Product_31,Region_4,84.81,11.0,2024-02-04
,Region_10,64.76,11.0,2024-02-05
Product_43,Region_2,9.41,14.0,2024-02-06
Product_19,Region_9,9.98,11.0,2024-02-07
Product_21,Region_9,129.13,10.0,2024-02-08
Product_47,Region_5,39.9,10.0,2024-02-09
Product_32,Region_3,26.6,12.0,2024-02-10
Product_45,Region_7,111.53,,2024-02-11
Product_5,Region_3,105.77,5.0,2024-02-12
,Region_3,76.89,11.0,2024-02-13
Product_29,Region_7,67.03,11.0,2024-02-14
Product_26,Region_9,73.75,11.0,2024-02-15
Product_43,Region_7,,7.0,2024-02-16
Product_42,Region_3,,12.0,2024-02-17
Product_50,Region_1,161.12,11.0,2024-02-18
Product_28,Region_4,47.45,9.0,2024-02-19
Product_15,Region_1,38.21,13.0,2024-02-20
Product_24,Region_2,201.17,9.0,2024-02-21
Product_41,Region_2,270.85,8.0,2024-02-22
Product_16,Region_2,69.3,8.0,2024-02-23
Product_37,Region_1,101.06,11.0,2024-02-24
Product_50,Region_9,146.87,9.0,2024-02-25
,,249.05,6.0,2024-02-26
Product_31,Region_5,181.57,9.0,2024-02-27
Product_48,Region_10,23.57,6.0,2024-02-28
Product_7,,605.87,,2024-02-29
Product_20,,135.18,12.0,2024-03-01
,Region_2,44.81,8.0,2024-03-02
Product_4,Region_10,24.68,9.0,2024-03-03
Product_43,Region_10,71.78,13.0,2024-03-04
Product_25,Region_3,125.67,8.0,2024-03-05
Product_7,Region_1,,17.0,2024-03-06
Product_16,Region_2,272.83,18.0,2024-03-07
Product_50,Region_4,72.61,10.0,2024-03-08
Product_26,Region_6,,6.0,2024-03-09
Product_15,,3.6,10.0,2024-03-10
Product_23,Region_10,232.88,11.0,2024-03-11
Product_12,Region_10,75.93,9.0,2024-03-12
Product_30,Region_8,144.97,,2024-03-13
Product_23,Region_7,,11.0,2024-03-14
Product_41,,10.98,8.0,2024-03-15
Product_8,Region_6,97.3,17.0,2024-03-16
,Region_9,7.58,,2024-03-17
Product_13,Region_8,,10.0,2024-03-18
Product_45,,47.71,,2024-03-19
Product_11,Region_3,139.56,14.0,2024-03-20
Product_8,Region_7,45.02,9.0,2024-03-21
Product_48,Region_3,152.41,9.0,2024-03-22
Product_28,Region_9,113.69,16.0,2024-03-23
Product_32,Region_2,70.22,8.0,2024-03-24
Product_26,Region_2,623.6,12.0,2024-03-25
Product_39,Region_4,227.37,11.0,2024-03-26
,Region_7,207.36,16.0,2024-03-27
,Region_3,101.54,,2024-03-28
Product_39,Region_10,318.96,7.0,2024-03-29
Product_16,Region_5,68.02,12.0,2024-03-30
,Region_9,218.91,14.0,2024-03-31
,Region_1,12.91,7.0,2024-04-01
Product_42,Region_6,97.16,8.0,2024-04-02
Product_32,Region_7,,7.0,2024-04-03
Product_30,Region_2,35.44,6.0,2024-04-04
Product_40,Region_1,19.25,6.0,2024-04-05
,Region_10,,13.0,2024-04-06
Product_29,Region_5,123.6,9.0,2024-04-07
Product_44,Region_9,38.95,8.0,2024-04-08
Product_40,Region_9,97.08,8.0,2024-04-09
Product_31,Region_2,195.98,11.0,2024-04-10
Product_8,Region_4,41.71,14.0,2024-04-11
Product_14,Region_1,104.21,10.0,2024-04-12
Product_9,Region_1,30.4,10.0,2024-04-13
Product_15,Region_6,510.06,10.0,2024-04-14
Product_46,Region_1,273.74,6.0,2024-04-15
Product_24,Region_5,287.65,4.0,2024-04-16
Product_46,Region_9,43.44,,2024-04-17
Product_37,Region_7,88.45,9.0,2024-04-18
Product_9,Region_10,129.09,10.0,2024-04-19
Product_50,Region_1,303.7,9.0,2024-04-20
Product_8,Region_10,83.49,11.0,2024-04-21
Product_14,,151.64,5.0,2024-04-22
Product_24,Region_9,161.4,10.0,2024-04-23
Product_41,Region_3,139.33,2.0,2024-04-24
Product_14,Region_10,,12.0,2024-04-25
Product_2,Region_10,93.4,,2024-04-26
Product_45,Region_4,342.44,4.0,2024-04-27
Product_1,Region_8,26.44,11.0,2024-04-28
Product_15,Region_4,156.26,,2024-04-29
Product_34,Region_9,,11.0,2024-04-30
,Region_10,195.71,,2024-05-01
Product_20,Region_3,,6.0,2024-05-02
Product_41,Region_1,713.29,10.0,2024-05-03
Product_9,Region_5,55.17,16.0,2024-05-04
Product_30,,142.9,15.0,2024-05-05
Product_43,Region_4,6.07,4.0,2024-05-06
Product_21,Region_10,62.5,14.0,2024-05-07
Product_4,Region_9,85.84,15.0,2024-05-08
Product_23,Region_7,96.99,10.0,2024-05-09
Product_39,Region_1,117.33,10.0,2024-05-10
Product_7,Region_7,31.1,12.0,2024-05-11
Product_50,Region_10,60.19,13.0,2024-05-12
Product_6,Region_1,142.34,9.0,2024-05-13
Product_21,Region_4,180.69,9.0,2024-05-14
Product_29,Region_8,1.66,9.0,2024-05-15
Product_42,,36.89,8.0,2024-05-16
Product_43,Region_6,50.88,16.0,2024-05-17
Product_11,Region_6,50.88,13.0,2024-05-18
Product_28,Region_10,65.59,10.0,2024-05-19
Product_37,Region_8,61.63,5.0,2024-05-20
Product_28,Region_8,74.27,9.0,2024-05-21
,Region_10,135.39,,2024-05-22
Product_24,Region_9,75.51,16.0,2024-05-23
Product_22,Region_8,20.32,11.0,2024-05-24
Product_7,,70.21,11.0,2024-05-25
Product_6,Region_1,15.33,2.0,2024-05-26
Product_4,Region_4,,10.0,2024-05-27
Product_3,Region_9,140.23,9.0,2024-05-28
Product_24,,,,2024-05-29
Product_36,Region_5,36.19,,2024-05-30
Product_22,Region_4,30.6,9.0,2024-05-31
Product_12,Region_5,,8.0,2024-06-01
Product_27,Region_5,,16.0,2024-06-02
Product_41,Region_2,,8.0,2024-06-03
Product_22,Region_8,80.67,7.0,2024-06-04
Product_34,Region_2,,15.0,2024-06-05
Product_46,Region_10,150.02,10.0,2024-06-06
Product_48,Region_3,294.21,10.0,2024-06-07
Product_14,Region_10,136.28,16.0,2024-06-08
Product_50,Region_6,8.64,12.0,2024-06-09
Product_24,Region_8,,,2024-06-10
Product_13,Region_10,134.12,8.0,2024-06-11
Product_50,Region_8,,,2024-06-12
,Region_7,10.22,8.0,2024-06-13
Product_10,Region_9,41.1,10.0,2024-06-14
Product_5,Region_8,23.86,13.0,2024-06-15
Product_8,Region_8,38.15,,2024-06-16
Product_30,Region_9,158.73,11.0,2024-06-17
Product_18,Region_3,27.61,10.0,2024-06-18
Product_50,Region_2,,7.0,2024-06-19
Product_33,Region_10,76.01,7.0,2024-06-20
Product_8,,85.97,12.0,2024-06-21
Product_27,Region_10,232.07,6.0,2024-06-22
Product_30,Region_3,8.76,13.0,2024-06-23
Product_31,Region_8,102.07,10.0,2024-06-24
Product_21,Region_2,25.18,12.0,2024-06-25
Product_4,Region_5,64.01,8.0,2024-06-26
,Region_1,5.99,11.0,2024-06-27
Product_21,Region_5,46.99,17.0,2024-06-28
,Region_1,335.67,7.0,2024-06-29
Product_21,Region_5,34.17,,2024-06-30
Product_22,Region_8,,19.0,2024-07-01
Product_23,,59.68,11.0,2024-07-02
Product_16,Region_6,31.38,7.0,2024-07-03
Product_27,Region_1,33.62,,2024-07-04
Product_16,Region_7,244.05,12.0,2024-07-05
,Region_6,101.41,8.0,2024-07-06
Product_39,,29.22,10.0,2024-07-07
Product_32,,64.01,12.0,2024-07-08
Product_29,,182.4,10.0,2024-07-09
Product_29,Region_1,98.67,9.0,2024-07-10
Product_20,Region_1,241.39,17.0,2024-07-11
Product_36,Region_2,4.87,7.0,2024-07-12
Product_15,Region_4,,11.0,2024-07-13
Product_7,Region_8,314.34,10.0,2024-07-14
Product_2,Region_10,87.12,16.0,2024-07-15
Product_20,Region_5,182.46,14.0,2024-07-16
,Region_3,32.26,9.0,2024-07-17
Product_47,Region_3,172.35,7.0,2024-07-18
Product_16,Region_3,,14.0,2024-07-19
Product_1,Region_2,,9.0,2024-07-20
Product_31,Region_4,17.43,14.0,2024-07-21
Product_6,Region_4,57.44,5.0,2024-07-22
Product_10,Region_1,,13.0,2024-07-23
,Region_4,133.9,9.0,2024-07-24
Product_34,Region_1,94.76,9.0,2024-07-25
,Region_6,22.86,10.0,2024-07-26
Product_49,Region_8,287.65,12.0,2024-07-27
Product_30,Region_9,240.04,9.0,2024-07-28
Product_30,Region_1,164.51,9.0,2024-07-29
Product_29,Region_7,61.31,7.0,2024-07-30
Product_18,Region_2,85.93,,2024-07-31
Product_25,Region_10,16.61,9.0,2024-08-01
Product_6,Region_4,107.89,9.0,2024-08-02
Product_45,,164.98,,2024-08-03
Product_31,Region_4,345.2,11.0,2024-08-04
Product_46,Region_10,21.11,6.0,2024-08-05
Product_23,Region_8,362.0,12.0,2024-08-06
Product_11,,169.51,9.0,2024-08-07
Product_40,Region_9,86.33,17.0,2024-08-08
Product_6,Region_4,,,2024-08-09
Product_33,Region_8,1.09,13.0,2024-08-10
Product_29,Region_8,204.84,13.0,2024-08-11
Product_13,Region_6,34.86,15.0,2024-08-12
Product_6,Region_9,14.36,16.0,2024-08-13
Product_40,Region_5,176.56,10.0,2024-08-14
Product_46,Region_10,28.11,8.0,2024-08-15
Product_15,Region_8,33.87,11.0,2024-08-16
,Region_1,29.29,13.0,2024-08-17
Product_37,Region_8,181.95,12.0,2024-08-18
Product_6,Region_7,22.9,6.0,2024-08-19
Product_13,Region_7,0.61,19.0,2024-08-20
Product_21,Region_3,98.87,,2024-08-21
Product_1,Region_1,71.79,9.0,2024-08-22
Product_4,Region_4,199.61,6.0,2024-08-23
,Region_2,,13.0,2024-08-24
Product_20,Region_9,275.37,,2024-08-25
Product_45,Region_10,5.48,,2024-08-26
Product_15,Region_8,2143.3,5.0,2024-08-27
Product_40,Region_6,48.83,8.0,2024-08-28
Product_11,Region_5,77.22,,2024-08-29
Product_44,Region_8,137.66,7.0,2024-08-30
Product_48,,51.0,10.0,2024-08-31
Product_31,Region_9,29.92,17.0,2024-09-01
Product_33,,3.21,10.0,2024-09-02
Product_45,Region_3,94.92,9.0,2024-09-03
Product_34,Region_6,205.41,10.0,2024-09-04
Product_14,Region_5,23.18,9.0,2024-09-05
Product_21,Region_8,118.93,,2024-09-06
Product_15,Region_9,23.51,14.0,2024-09-07
Product_33,Region_9,90.01,9.0,2024-09-08
Product_48,Region_4,139.55,10.0,2024-09-09
,Region_3,12.59,12.0,2024-09-10
Product_44,Region_9,101.69,,2024-09-11
Product_40,Region_7,144.37,5.0,2024-09-12
,Region_7,23.73,7.0,2024-09-13
,Region_4,31.66,6.0,2024-09-14
Product_42,Region_9,240.97,,2024-09-15
,Region_5,303.51,9.0,2024-09-16
,Region_2,,,2024-09-17
Product_21,,41.93,15.0,2024-09-18
,Region_10,151.7,10.0,2024-09-19
Product_7,Region_9,128.51,17.0,2024-09-20
Product_1,Region_4,95.24,7.0,2024-09-21
,Region_7,31.83,13.0,2024-09-22
Product_36,,46.19,9.0,2024-09-23
,Region_7,311.8,13.0,2024-09-24
Product_2,Region_10,43.44,15.0,2024-09-25
Product_35,Region_8,56.95,6.0,2024-09-26
Product_45,Region_5,87.66,7.0,2023-04-15
Product_29,Region_10,460.2,7.0,2023-08-29
Product_13,Region_3,,8.0,2022-04-05
Product_37,Region_9,131.41,11.0,2023-02-16
Product_48,Region_3,294.21,10.0,2024-06-07
Product_15,,59.91,,2022-05-17
Product_41,Region_3,,18.0,2023-01-26
Product_10,Region_9,0.33,3.0,2023-02-02
Product_45,Region_10,25.57,10.0,2023-05-11
Product_8,Region_6,17.22,10.0,2023-06-16
Product_20,Region_7,149.51,9.0,2022-11-30
Product_14,Region_10,133.35,14.0,2022-12-18
Product_40,Region_8,92.7,,2023-05-17
Product_22,Region_9,141.53,,2022-05-26
Product_26,Region_8,585.17,13.0,2023-03-14
Product_7,Region_8,314.34,10.0,2024-07-14
Product_20,Region_3,168.2,10.0,2024-02-03
Product_1,,110.06,9.0,2023-12-11
Product_41,Region_6,31.13,15.0,2023-10-22
Product_29,Region_2,87.89,4.0,2023-02-11
Product_48,Region_5,82.07,8.0,2022-02-15
,Region_2,108.89,7.0,2023-05-22
Product_10,Region_5,291.53,12.0,2022-08-09
Product_31,Region_7,221.12,7.0,2022-06-02
,Region_7,99.98,8.0,2023-07-21
Product_23,Region_8,362.0,12.0,2024-08-06
Product_16,Region_8,45.61,5.0,2023-07-02
Product_37,Region_7,88.45,9.0,2024-04-18
Product_42,Region_6,,8.0,2024-01-19
Product_6,Region_5,299.38,12.0,2023-06-26
Product_44,Region_4,51.37,14.0,2022-09-19
Product_38,Region_3,73.48,8.0,2023-10-09
Product_10,Region_4,6.35,16.0,2024-01-25
Product_28,Region_4,47.45,9.0,2024-02-19
Product_39,,29.22,10.0,2024-07-07
Product_8,Region_8,231.91,7.0,2023-05-05
Product_17,Region_6,68.58,14.0,2022-08-16
Product_46,Region_1,273.74,6.0,2024-04-15
Product_29,Region_5,123.6,9.0,2024-04-07
Product_40,,6.83,12.0,2023-02-07
Product_44,Region_9,101.69,,2024-09-11
Product_30,Region_3,8.76,13.0,2024-06-23
Product_6,Region_9,14.36,16.0,2024-08-13
Product_20,Region_6,58.5,9.0,2022-10-06
Product_48,Region_10,23.57,6.0,2024-02-28
Product_45,Region_7,78.69,8.0,2022-07-28
Product_1,Region_6,,8.0,2022-08-02
Product_17,Region_2,114.37,11.0,2023-12-18
,Region_8,,5.0,2023-12-27
Product_16,Region_2,69.3,8.0,2024-02-23
=======
Product,Region,Price,Units Sold,Sale Date
,Region_1,72.87,10.0,2022-01-01
Product_40,Region_2,46.19,10.0,2022-01-02
Product_1,Region_5,,4.0,2022-01-03
Product_6,Region_8,143.47,8.0,2022-01-04
Product_44,Region_4,122.54,10.0,2022-01-05
Product_21,Region_8,15.76,20.0,2022-01-06
Product_31,Region_10,1.6,11.0,2022-01-07
,,,11.0,2022-01-08
Product_20,Region_8,9.55,8.0,2022-01-09
Product_34,Region_1,58.88,,2022-01-10
Product_40,Region_5,119.96,8.0,2022-01-11
Product_3,Region_7,110.99,7.0,2022-01-12
Product_31,,270.39,6.0,2022-01-13
Product_35,Region_6,36.16,,2022-01-14
Product_34,Region_4,20.51,6.0,2022-01-15
Product_50,Region_8,141.53,5.0,2022-01-16
Product_40,Region_6,121.1,8.0,2022-01-17
Product_4,Region_5,74.25,9.0,2022-01-18
Product_19,Region_10,202.71,11.0,2022-01-19
Product_23,,306.38,9.0,2022-01-20
Product_6,Region_9,,12.0,2022-01-21
Product_13,Region_8,155.29,15.0,2022-01-22
,,36.26,,2022-01-23
Product_19,Region_4,,11.0,2022-01-24
Product_9,Region_8,282.73,12.0,2022-01-25
,Region_4,24.51,7.0,2022-01-26
Product_3,Region_4,8.23,,2022-01-27
Product_48,Region_6,26.42,9.0,2022-01-28
Product_26,Region_9,180.04,16.0,2022-01-29
Product_13,Region_7,57.35,10.0,2022-01-30
Product_4,Region_4,7.42,10.0,2022-01-31
Product_26,Region_8,46.09,5.0,2022-02-01
Product_44,,86.47,12.0,2022-02-02
Product_50,Region_2,201.79,8.0,2022-02-03
Product_4,Region_3,54.4,10.0,2022-02-04
Product_35,Region_3,47.16,7.0,2022-02-05
Product_42,Region_1,95.54,14.0,2022-02-06
Product_44,Region_8,83.33,16.0,2022-02-07
,Region_2,230.97,,2022-02-08
Product_20,Region_5,,7.0,2022-02-09
Product_14,Region_9,,7.0,2022-02-10
Product_5,Region_4,,10.0,2022-02-11
Product_37,Region_9,23.35,10.0,2022-02-12
,,13.59,12.0,2022-02-13
Product_31,Region_8,49.27,4.0,2022-02-14
,Region_3,,12.0,2022-02-15
Product_12,Region_6,207.17,14.0,2022-02-16
Product_20,Region_9,30.24,6.0,2022-02-17
,Region_5,36.52,11.0,2022-02-18
Product_8,Region_5,492.33,6.0,2022-02-19
Product_39,Region_1,219.55,8.0,2022-02-20
Product_17,Region_7,15.9,11.0,2022-02-21
Product_29,Region_7,28.17,11.0,2022-02-22
Product_20,Region_2,215.55,,2022-02-23
,Region_2,78.14,11.0,2022-02-24
Product_47,Region_1,20.12,2.0,2022-02-25
Product_42,,,9.0,2022-02-26
Product_36,Region_4,4.02,11.0,2022-02-27
Product_17,Region_9,131.35,7.0,2022-02-28
Product_31,Region_5,20.65,,2022-03-01
Product_43,Region_6,60.66,8.0,2022-03-02
Product_23,Region_8,144.93,,2022-03-03
Product_16,Region_7,4.85,14.0,2022-03-04
Product_34,Region_8,53.75,9.0,2022-03-05
Product_8,Region_5,41.48,16.0,2022-03-06
Product_32,Region_1,,15.0,2022-03-07
Product_4,Region_2,58.77,9.0,2022-03-08
Product_47,Region_5,31.55,10.0,2022-03-09
Product_23,,,5.0,2022-03-10
Product_10,Region_9,36.24,13.0,2022-03-11
Product_43,Region_5,,6.0,2022-03-12
Product_16,Region_3,46.95,13.0,2022-03-13
Product_15,Region_8,30.75,10.0,2022-03-14
Product_34,Region_1,124.3,12.0,2022-03-15
Product_27,Region_8,30.51,4.0,2022-03-16
,Region_7,171.31,15.0,2022-03-17
Product_27,Region_4,40.04,15.0,2022-03-18
Product_22,Region_6,325.01,11.0,2022-03-19
Product_20,Region_7,348.13,9.0,2022-03-20
Product_32,Region_8,37.15,15.0,2022-03-21
Product_4,Region_7,24.52,10.0,2022-03-22
Product_28,Region_4,101.05,16.0,2022-03-23
Product_45,Region_7,87.88,13.0,2022-03-24
Product_1,Region_3,72.55,17.0,2022-03-25
Product_39,Region_1,99.23,8.0,2022-03-26
Product_44,Region_2,521.88,,2022-03-27
Product_21,Region_2,230.33,6.0,2022-03-28
Product_25,Region_5,2.56,,2022-03-29
Product_21,Region_8,68.95,11.0,2022-03-30
Product_10,Region_8,,7.0,2022-03-31
Product_40,Region_4,93.77,,2022-04-01
Product_11,Region_10,290.49,,2022-04-02
,Region_8,37.6,18.0,2022-04-03
,Region_10,,11.0,2022-04-04
Product_6,Region_2,376.4,10.0,2022-04-05
Product_29,Region_1,49.19,12.0,2022-04-06
Product_46,Region_7,45.05,15.0,2022-04-07
Product_42,,,19.0,2022-04-08
Product_25,Region_8,5.57,13.0,2022-04-09
Product_2,Region_9,140.22,13.0,2022-04-10
Product_29,,13.41,10.0,2022-04-11
Product_32,Region_7,1.66,,2022-04-12
,Region_8,267.16,13.0,2022-04-13
Product_34,Region_7,142.77,14.0,2022-04-14
Product_19,Region_5,,15.0,2022-04-15
Product_33,,369.85,6.0,2022-04-16
Product_28,Region_8,135.58,10.0,2022-04-17
Product_19,Region_1,74.34,7.0,2022-04-18
Product_49,Region_2,28.83,17.0,2022-04-19
,Region_1,7.61,8.0,2022-04-20
Product_13,Region_7,23.37,12.0,2022-04-21
Product_25,Region_10,71.92,5.0,2022-04-22
Product_25,Region_5,100.57,9.0,2022-04-23
Product_46,Region_4,99.75,11.0,2022-04-24
Product_17,Region_1,89.04,10.0,2022-04-25
Product_24,Region_9,0.25,7.0,2022-04-26
Product_46,Region_3,485.84,8.0,2022-04-27
Product_50,Region_9,42.38,,2022-04-28
Product_47,Region_7,13.46,12.0,2022-04-29
Product_36,Region_5,88.62,8.0,2022-04-30
Product_26,Region_3,,6.0,2022-05-01
Product_29,Region_10,56.6,11.0,2022-05-02
Product_39,Region_2,43.47,11.0,2022-05-03
Product_28,Region_1,133.37,7.0,2022-05-04
Product_40,Region_2,32.58,15.0,2022-05-05
Product_31,Region_4,48.33,7.0,2022-05-06
,Region_5,,11.0,2022-05-07
Product_6,,90.39,12.0,2022-05-08
Product_27,Region_1,3.34,8.0,2022-05-09
Product_5,Region_5,2.06,12.0,2022-05-10
